id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,calculated_host_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,has_availability,availability_30,number_of_reviews,first_review,instant_bookable,reviews_per_month,review_scores_rating,review_scores_value,review_scores_checkin,review_scores_accuracy,review_scores_location,review_scores_cleanliness,review_scores_communication
11366798,unknown,unknown,unknown,f,1,t,Dublin City,Entire rental unit,Entire home/apt,4,2.5 baths,2,2,"[""Dryer"", ""Outdoor furniture"", ""Hangers"", ""Carbon monoxide alarm"", ""Kitchen"", ""Breakfast"", ""Heating"", ""Washer"", ""First aid kit"", ""Elevator"", ""Free parking on premises"", ""Hair dryer"", ""Iron"", ""Cable TV"", ""Shampoo"", ""TV with Netflix, premium cable, standard cable"", ""Essentials"", ""BBQ grill"", ""Wifi"", ""Smoke alarm"", ""Outdoor dining area""]",119.0,3,t,0,4,2445,f,0.05,5.0,5.0,4.67,5.0,4.67,5.0,5.0
11369169,unknown,unknown,unknown,f,1,t,Dublin City,Entire home,Entire home/apt,2,2 baths,1,1,"[""Oven"", ""Fire extinguisher"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Breakfast"", ""Microwave"", ""Patio or balcony"", ""TV with standard cable"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Backyard"", ""Free parking on premises"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Cable TV"", ""Shampoo"", ""Essentials"", ""Refrigerator"", ""Wifi"", ""Smoke alarm"", ""Stove""]",150.0,2,t,0,13,2357,f,0.17,4.92,4.83,5.0,5.0,4.92,4.92,5.0
11373749,unknown,unknown,unknown,f,1,t,Dublin City,Entire home,Entire home/apt,>5,1.5 baths,4,5,"[""Essentials"", ""TV"", ""Dryer"", ""Hangers"", ""Indoor fireplace"", ""Hair dryer"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""First aid kit"", ""Kitchen"", ""Shampoo"", ""Free parking on premises""]",140.0,4,t,0,3,2034,f,0.05,5.0,4.5,5.0,5.0,5.0,5.0,5.0
11392404,within an hour,98%-100%,0%-69%,f,2-4,t,Dublin City,Entire home,Entire home/apt,>5,2.5 baths,3,2,"[""Oven"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Indoor fireplace"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""Patio or balcony"", ""TV with standard cable"", ""Pack \u2019n play/Travel crib"", ""Ethernet connection"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Backyard"", ""Hot water"", ""Hair dryer"", ""Babysitter recommendations"", ""Iron"", ""Dishwasher"", ""Free street parking"", ""Cable TV"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets""]",150.0,7-33,t,0,4,2426,f,0.05,5.0,5.0,5.0,4.5,4.33,5.0,5.0
11412823,within a few hours,98%-100%,0%-69%,t,2-4,t,Dublin City,Entire guesthouse,Entire home/apt,4,1 bath,1,2,"[""Oven"", ""Dryer"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""High chair"", ""Crib"", ""Gym"", ""TV with standard cable"", ""Ethernet connection"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Backyard"", ""Hot water"", ""Free parking on premises"", ""Hair dryer"", ""Single level home"", ""Iron"", ""Free street parking"", ""Cable TV"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Bed linens"", ""Lockbox"", ""Wifi"", ""Smoke alarm"", ""Room-darkening shades"", ""Extra pillows and blankets""]",88.0,7-33,t,0,197,2430,f,2.49,4.79,4.71,4.89,4.86,4.67,4.92,4.9
11417283,within an hour,98%-100%,0%-69%,f,2-4,t,Dublin City,Entire home,Entire home/apt,>5,2.5 baths,4,4,"[""Oven"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Patio or balcony"", ""Cleaning before checkout"", ""TV with standard cable"", ""Ethernet connection"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Backyard"", ""Hot water"", ""Free parking on premises"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Free street parking"", ""Beachfront"", ""Cable TV"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Bed linens"", ""Lockbox"", ""Wifi"", ""Smoke alarm"", ""Waterfront"", ""Stove"", ""Extra pillows and blankets""]",200.0,7-33,t,0,71,2430,f,0.9,4.86,4.73,4.85,4.94,4.8,4.92,4.96
11425524,within an hour,98%-100%,97%-100%,t,1,t,Dublin City,Entire rental unit,Entire home/apt,4,1 bath,2,2,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Dining table"", ""Hangers"", ""Indoor fireplace"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""High chair"", ""Shared patio or balcony"", ""Crib"", ""Clothing storage: closet"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Drying rack for clothing"", ""Cleaning products"", ""Hot water"", ""Free parking on premises"", ""32\"" TV with premium cable, standard cable"", ""Children\u2019s books and toys"", ""Safe"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Cable TV"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Conditioner"", ""Bed linens"", ""Toaster"", ""Children\u2019s dinnerware"", ""Wifi"", ""Lockbox"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Shared fenced garden or backyard"", ""Stove"", ""Wine glasses"", ""Baby safety gates""]",165.0,7-33,t,7,109,2400,t,1.4,4.94,4.85,4.95,4.98,4.83,4.94,5.0
11428580,within a few hours,98%-100%,0%-69%,t,1,t,Dn Laoghaire-Rathdown,Entire rental unit,Entire home/apt,3,1 bath,2,2,"[""Oven"", ""Fire extinguisher"", ""Outdoor furniture"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Shampoo"", ""Private garden or backyard"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Wifi"", ""Private patio or balcony"", ""Smoke alarm"", ""Stove"", ""Paid parking off premises""]",152.0,2,t,5,51,2393,f,0.66,4.8,4.51,4.94,4.84,4.88,4.75,4.98
11439644,unknown,unknown,unknown,f,1,t,Dublin City,Entire townhouse,Entire home/apt,4,1 bath,2,2,"[""Essentials"", ""TV"", ""Hangers"", ""Indoor fireplace"", ""Wifi"", ""Iron"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Kitchen"", ""Free street parking"", ""Shampoo"", ""Hot water"", ""Free parking on premises""]",80.0,4,t,0,10,2362,f,0.13,4.7,4.7,4.8,4.9,4.4,4.8,4.7
11448467,within a few hours,98%-100%,0%-69%,f,1,t,Dublin City,Entire rental unit,Entire home/apt,4,1 bath,2,3,"[""Oven"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""TV with standard cable"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Backyard"", ""Hot water"", ""Hair dryer"", ""Single level home"", ""Iron"", ""Dishwasher"", ""Cable TV"", ""Shampoo"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Bed linens"", ""Lockbox"", ""Wifi"", ""Smoke alarm"", ""Stove"", ""Paid parking off premises"", ""Paid parking on premises""]",220.0,3,t,1,236,2428,f,2.99,4.82,4.67,4.91,4.89,4.88,4.88,4.92
11467986,unknown,unknown,unknown,f,1,t,Dn Laoghaire-Rathdown,Entire home,Entire home/apt,4,2 baths,3,3,"[""TV"", ""Dryer"", ""Hangers"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Kitchen"", ""Free parking on premises""]",105.0,1,t,0,1,2310,f,0.01,5.0,5.0,5.0,5.0,5.0,5.0,5.0
11470909,unknown,unknown,unknown,f,1,t,Dublin City,Private room in home,Private room,2,1 bath,1,1,"[""Essentials"", ""Hangers"", ""Lock on bedroom door"", ""Wifi"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Kitchen"", ""Free parking on premises""]",37.0,2,t,0,4,2397,f,0.05,4.75,4.75,4.75,4.75,5.0,4.5,5.0
11477976,unknown,unknown,unknown,f,1,f,Dn Laoghaire-Rathdown,Private room in home,Private room,1,1 shared bath,1,1,"[""Essentials"", ""TV"", ""Hangers"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""First aid kit"", ""Breakfast"", ""Shampoo"", ""Free parking on premises""]",33.0,1,t,0,7,2358,f,0.09,4.86,5.0,5.0,5.0,5.0,5.0,5.0
11479067,unknown,unknown,unknown,f,1,t,Dublin City,Private room in rental unit,Private room,2,1 shared bath,1,1,"[""Oven"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Carbon monoxide alarm"", ""Game console"", ""Host greets you"", ""Microwave"", ""Patio or balcony"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Elevator"", ""Hot water"", ""TV"", ""Hair dryer"", ""Single level home"", ""Iron"", ""Shampoo"", ""Luggage dropoff allowed"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Room-darkening shades"", ""Stove"", ""Extra pillows and blankets"", ""Paid parking on premises""]",50.0,2,t,0,151,2430,t,1.91,4.49,4.44,4.72,4.68,4.73,4.27,4.69
11485089,unknown,unknown,unknown,f,1,t,Dn Laoghaire-Rathdown,Entire rental unit,Entire home/apt,4,2 baths,2,2,"[""Essentials"", ""TV"", ""Hot tub"", ""Hangers"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Kitchen"", ""Elevator"", ""Free parking on premises""]",68.0,7-33,t,0,5,2356,f,0.07,4.8,4.6,5.0,4.8,5.0,4.4,5.0
11502727,within a day,80%-89%,80%-89%,t,1,t,Dublin City,Entire rental unit,Entire home/apt,2,1 bath,unknown,1,"[""Essentials"", ""TV"", ""Fire extinguisher"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""First aid kit"", ""Kitchen"", ""Shampoo""]",120.0,7-33,t,1,151,2429,f,1.91,4.96,4.83,4.97,4.97,4.87,4.89,4.97
11506495,unknown,unknown,unknown,f,2-4,f,Dublin City,Private room in home,Private room,2,others,1,1,"[""Essentials"", ""Fire extinguisher"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""First aid kit"", ""Kitchen"", ""Breakfast"", ""Shampoo"", ""Free parking on premises""]",45.0,1,t,0,7,2411,f,0.09,4.29,4.43,4.43,4.71,3.86,5.0,4.71
11520349,unknown,unknown,unknown,f,1,t,Dublin City,Entire rental unit,Entire home/apt,2,1 bath,1,1,"[""Essentials"", ""Fire extinguisher"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Iron"", ""Heating"", ""Washer"", ""Smoke alarm"", ""First aid kit"", ""Kitchen"", ""Elevator"", ""Host greets you"", ""Shampoo"", ""Paid parking off premises""]",140.0,2,t,0,11,2357,f,0.14,4.91,4.73,4.91,4.91,4.91,4.82,5.0
11522656,unknown,unknown,unknown,f,1,t,Dublin City,Entire rental unit,Entire home/apt,2,1 bath,1,1,"[""Essentials"", ""Hangers"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Kitchen"", ""Elevator"", ""Breakfast"", ""Shampoo""]",30.0,1,t,0,1,2421,f,0.01,0.0,,,,,,
11524249,unknown,unknown,unknown,f,1,t,Dublin City,Entire rental unit,Entire home/apt,2,1 bath,1,1,"[""Oven"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Backyard"", ""Hot water"", ""Free parking on premises"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Shampoo"", ""Essentials"", ""Refrigerator"", ""Wifi"", ""Smoke alarm"", ""Stove""]",90.0,3,t,0,6,2428,t,0.08,4.33,4.0,5.0,4.2,4.6,4.4,5.0
11525921,unknown,unknown,unknown,f,1,f,Dublin City,Private room in rental unit,Private room,2,1 bath,1,1,"[""Essentials"", ""Wifi"", ""Hair dryer"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""First aid kit"", ""Kitchen"", ""Elevator"", ""Shampoo"", ""Free parking on premises""]",50.0,1,t,0,5,2399,f,0.06,4.33,5.0,5.0,5.0,4.67,5.0,5.0
11526781,unknown,unknown,unknown,f,1,t,Dn Laoghaire-Rathdown,Private room in home,Private room,1,1 bath,1,1,"[""Essentials"", ""Hot tub"", ""Wifi"", ""Long term stays allowed"", ""Smoke alarm"", ""Washer"", ""Heating"", ""Kitchen"", ""Breakfast"", ""Shampoo"", ""Free parking on premises""]",35.0,1,t,0,2,2431,f,0.03,5.0,5.0,5.0,4.5,5.0,5.0,5.0
11541636,a few days or more,0%-69%,unknown,f,1,f,Dublin City,Private room in rental unit,Private room,2,1 bath,1,1,"[""TV with standard cable"", ""Essentials"", ""Dryer"", ""Cable TV"", ""Hangers"", ""Indoor fireplace"", ""Hair dryer"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Kitchen"", ""Elevator"", ""Shampoo"", ""Free parking on premises""]",1000.0,2,t,29,8,2430,f,0.1,4.71,4.71,4.86,4.71,4.43,4.71,4.86
11551428,unknown,unknown,unknown,f,2-4,f,Dublin City,Private room in home,Private room,1,others,1,1,"[""Essentials"", ""Fire extinguisher"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Carbon monoxide alarm"", ""First aid kit"", ""Kitchen"", ""Breakfast"", ""Shampoo"", ""Free parking on premises""]",35.0,1,t,0,2,2428,f,0.03,5.0,5.0,4.5,5.0,5.0,5.0,5.0
11551602,unknown,unknown,unknown,f,5-9,f,Dublin City,Private room in home,Private room,2,2 baths,1,2,"[""Essentials"", ""Fire extinguisher"", ""Hangers"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Kitchen""]",71.0,2,t,0,2,2429,f,0.03,4.0,3.0,5.0,4.5,4.0,4.0,5.0
11562437,a few days or more,0%-69%,0%-69%,f,1,t,Dublin City,Entire rental unit,Entire home/apt,2,1 bath,1,1,"[""Essentials"", ""TV"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""First aid kit"", ""Kitchen"", ""Shampoo"", ""Free parking on premises""]",70.0,7-33,t,0,15,2425,f,0.19,4.87,4.87,5.0,5.0,4.71,5.0,5.0
11565151,unknown,unknown,unknown,f,1,t,Dn Laoghaire-Rathdown,Entire home,Entire home/apt,>5,3 baths,4,>6,"[""TV with standard cable"", ""Essentials"", ""Dryer"", ""Cable TV"", ""Hangers"", ""Indoor fireplace"", ""Hair dryer"", ""Wifi"", ""Iron"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Kitchen"", ""Shampoo"", ""Free parking on premises""]",300.0,4,t,0,5,2304,f,0.07,5.0,4.8,4.8,5.0,5.0,5.0,5.0
11565492,within a few hours,98%-100%,0%-69%,f,2-4,t,Dublin City,Entire rental unit,Entire home/apt,>5,1 bath,2,1,"[""Oven"", ""TV"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Kitchen"", ""Breakfast"", ""Shampoo""]",195.0,2,t,0,2,2064,f,0.03,5.0,5.0,5.0,5.0,5.0,5.0,5.0
11566781,within an hour,98%-100%,80%-89%,t,2-4,t,Dublin City,Private room in townhouse,Private room,2,2 shared baths,1,2,"[""Essentials"", ""Private entrance"", ""Fire extinguisher"", ""Hangers"", ""Lock on bedroom door"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Kitchen"", ""Host greets you"", ""Hot water""]",50.0,>33,t,0,14,2233,f,0.19,5.0,4.5,5.0,4.93,5.0,4.57,5.0
11567383,unknown,unknown,unknown,f,5-9,f,Dublin City,Private room in home,Private room,1,1 bath,1,1,"[""Essentials"", ""Fire extinguisher"", ""Hangers"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Kitchen""]",40.0,2,t,0,2,2431,f,0.03,4.5,4.5,5.0,4.0,5.0,4.0,5.0
11572186,unknown,unknown,unknown,f,5-9,f,Dublin City,Private room in home,Private room,1,2 baths,1,1,"[""Essentials"", ""Fire extinguisher"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Iron"", ""Heating"", ""Smoke alarm"", ""Kitchen""]",35.0,3,t,0,4,2429,f,0.05,4.75,4.0,4.5,4.0,4.75,4.5,4.5
11587474,unknown,unknown,unknown,f,1,t,Dublin City,Entire townhouse,Entire home/apt,4,2 baths,2,2,"[""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Microwave"", ""High chair"", ""TV with standard cable"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""Free parking on premises"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Iron"", ""Cable TV"", ""Shampoo"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Lockbox"", ""Wifi"", ""Smoke alarm""]",160.0,3,t,0,129,2287,f,1.74,4.91,4.82,4.92,4.95,4.82,4.98,4.91
11587490,unknown,unknown,0%-69%,f,1,t,Dublin City,Entire rental unit,Entire home/apt,2,1.5 baths,1,1,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Dryer"", ""Dining table"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Breakfast"", ""Microwave"", ""Mini fridge"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Elevator"", ""Cleaning products"", ""Hot water"", ""Shower gel"", ""Hair dryer"", ""Single level home"", ""Iron"", ""Shampoo"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets""]",101.0,>33,t,0,143,2425,f,1.81,4.78,4.73,4.98,4.85,4.83,4.56,4.97
11587622,unknown,unknown,unknown,f,1,t,Dublin City,Entire rental unit,Entire home/apt,2,1 bath,1,1,"[""Oven"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""TV with standard cable"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Cable TV"", ""Shampoo"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Stove""]",500.0,2,t,0,14,2211,f,0.2,4.71,4.71,4.64,4.86,5.0,4.86,4.64
11590759,unknown,unknown,unknown,f,5-9,f,Dublin City,Private room in home,Private room,1,1 bath,1,1,"[""Essentials"", ""Fire extinguisher"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Kitchen""]",35.0,2,t,0,1,2432,f,0.01,5.0,5.0,5.0,5.0,5.0,5.0,5.0
11590832,unknown,unknown,unknown,f,5-9,f,Dublin City,Private room in home,Private room,1,1.5 baths,1,1,"[""Essentials"", ""Fire extinguisher"", ""Hangers"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Kitchen""]",35.0,2,t,0,1,2390,f,0.01,4.0,3.0,4.0,4.0,4.0,3.0,4.0
11604537,within a few hours,98%-100%,90%-96%,f,1,t,Dublin City,Entire home,Entire home/apt,>5,1.5 baths,3,4,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Board games"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Private fenced garden or backyard"", ""Mini fridge"", ""Clothing storage: closet and dresser"", ""Pack \u2019n play/Travel crib"", ""Ethernet connection"", ""Fireplace guards"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Barbecue utensils"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Cleaning products"", ""Baking sheet"", ""Hot water"", ""Free washer \u2013 In building"", ""Free dryer \u2013 In building"", ""Shower gel"", ""Children\u2019s books and toys"", ""32\"" TV with standard cable"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Bread maker"", ""Free street parking"", ""Bathtub"", ""Cable TV"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Body soap"", ""BBQ grill"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Lockbox"", ""Private patio or balcony"", ""Smoke alarm"", ""Outdoor dining area"", ""Stove"", ""Piano"", ""Wine glasses"", ""Extra pillows and blankets""]",150.0,3,t,0,70,2428,f,0.89,4.73,4.69,4.97,4.87,4.57,4.54,4.93
11618147,unknown,unknown,0%-69%,f,1,t,Dublin City,Entire condo,Entire home/apt,2,2 baths,1,2,"[""Hot water kettle"", ""Children\u2019s books and toys for ages 2-5 years old and 5-10 years old"", ""Fire extinguisher"", ""Dining table"", ""Hangers"", ""Board games"", ""Free dryer \u2013 In unit"", ""Security cameras on property"", ""Paid parking garage off premises"", ""Long term stays allowed"", ""Table corner guards"", ""Carbon monoxide alarm"", ""Sonos Beam sound system"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Radiant heating"", ""Central heating"", ""Building staff"", ""Ethernet connection"", ""Dishes and silverware"", ""First aid kit"", ""Elevator"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Cleaning products"", ""Baking sheet"", ""Hot water"", ""Shower gel"", ""40\"" HDTV with Chromecast, Netflix"", ""Neff stainless steel oven"", ""Hair dryer"", ""Single level home"", ""Iron"", ""Clothing storage: dresser"", ""Freezer"", ""Dishwasher"", ""Bathtub"", ""Luggage dropoff allowed"", ""Faith in Nature shampoo"", ""Essentials"", ""Coffee maker"", ""Indesit refrigerator"", ""Conditioner"", ""Body soap"", ""Bed linens"", ""Toaster"", ""Children\u2019s dinnerware"", ""Private entrance"", ""Neff stainless steel electric stove"", ""Outlet covers"", ""Portable heater"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Room-darkening shades"", ""Private patio or balcony"", ""Piano"", ""Wine glasses"", ""Fast wifi \u2013 262 Mbps"", ""Extra pillows and blankets""]",150.0,7-33,t,0,38,2372,f,0.49,4.95,4.82,4.92,5.0,4.79,4.97,5.0
11619145,unknown,unknown,unknown,f,1,f,Dublin City,Private room in rental unit,Private room,1,1 bath,1,1,"[""TV with standard cable"", ""Essentials"", ""Dryer"", ""Cable TV"", ""Hangers"", ""Lock on bedroom door"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Kitchen"", ""Elevator"", ""Air conditioning"", ""Shampoo""]",31.0,7-33,t,0,1,1797,t,0.02,0.0,,,,,,
